folder,folder_dir,uidvalidity,uid,relative_path,internaldate_utc,date_header,flags,size_bytes,rfc822_size,sha256,message_id,from,to,cc,subject
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,1,mail/INBOX.Clients.Smith & Co/000001.eml,2025-04-28T18:58:23+00:00,"Fri, 04 Jan 2019 01:00:00 +0000",\Flagged \Recent,395,395,e807d252739962e68014751e6fac71a709e45247e31968158f1483630b7f7346,<1.INBOX.Clients.Smith_&-_Co@example.com>,Sender 1 <sender1@example.com>,tester@example.com,cc1@example.com,Äöü umlaut subject 1
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,2,mail/INBOX.Clients.Smith & Co/000002.eml,2024-07-08T19:23:13+00:00,"Mon, 07 Jan 2019 02:00:00 +0000",\Seen \Recent,441,441,1114f3d1704f6e5656f1ec29f4647117cc98ad2b1bd0acc8a398c371b2b325f3,<2.INBOX.Clients.Smith_&-_Co@example.com>,Sender 2 <sender2@example.com>,tester@example.com,cc2@example.com,Résumé 2
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,3,mail/INBOX.Clients.Smith & Co/000003.eml,2026-06-01T14:23:01+00:00,"Thu, 10 Jan 2019 03:00:00 +0000",\Recent,494,494,c3be2717d99f7b46904496c7668ffe5aee93f12e4ca089a4c6a20b2926d0d913,<3.INBOX.Clients.Smith_&-_Co@example.com>,Sender 3 <sender3@example.com>,tester@example.com,cc3@example.com,Re: Q4 report 3 — attached
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,4,mail/INBOX.Clients.Smith & Co/000004.eml,2025-11-13T06:57:04+00:00,"Sun, 13 Jan 2019 04:00:00 +0000",\Flagged \Recent,563,563,a64bd9b4725f35d7e6f069c62873ed753ffe35455a7e7360de7ba7351115fbbe,<4.INBOX.Clients.Smith_&-_Co@example.com>,Sender 4 <sender4@example.com>,tester@example.com,cc4@example.com,Test message 4 in INBOX.Clients.Smith &- Co
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,5,mail/INBOX.Clients.Smith & Co/000005.eml,2025-08-28T13:58:16+00:00,"Wed, 16 Jan 2019 05:00:00 +0000",\Flagged \Seen \Recent,341,341,cac7b50fe078bbc4d9c3e5a4c2682c6351086895258200be845c385dfc931205,<5.INBOX.Clients.Smith_&-_Co@example.com>,Sender 5 <sender5@example.com>,tester@example.com,cc5@example.com,Äöü umlaut subject 5
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,6,mail/INBOX.Clients.Smith & Co/000006.eml,2024-03-26T23:58:09+00:00,"Sat, 19 Jan 2019 06:00:00 +0000",\Seen \Recent,387,387,e1b625efbac80af4182355e956c610eb261974bf81fc5b2ec18bed0ea3b9cb40,<6.INBOX.Clients.Smith_&-_Co@example.com>,Sender 6 <sender6@example.com>,tester@example.com,cc6@example.com,Résumé 6
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,7,mail/INBOX.Clients.Smith & Co/000007.eml,2024-01-09T18:47:29+00:00,,\Seen \Recent,108,108,912b7f29649748f4c9befcb5c121e1a3ee193a50fd4090877afb1937a9115347,,broken7@example.com,tester@example.com,,broken message 7
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,8,mail/INBOX.Clients.Smith & Co/000008.eml,2024-04-02T21:49:15+00:00,"Fri, 25 Jan 2019 08:00:00 +0000",\Seen \Recent,509,509,f55c4b06905cfecd73262b889bd195ab596f80776748df5831bf2c2b5716babd,<8.INBOX.Clients.Smith_&-_Co@example.com>,Sender 8 <sender8@example.com>,tester@example.com,cc8@example.com,Test message 8 in INBOX.Clients.Smith &- Co
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,9,mail/INBOX.Clients.Smith & Co/000009.eml,2025-10-15T15:40:23+00:00,"Mon, 28 Jan 2019 09:00:00 +0000",\Recent,557,557,be43b6ee5793f47c70636c62c7447b2e30d1e05942fca0aa89f0a989bdabbc84,<9.INBOX.Clients.Smith_&-_Co@example.com>,Sender 9 <sender9@example.com>,tester@example.com,cc9@example.com,Äöü umlaut subject 9
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,10,mail/INBOX.Clients.Smith & Co/000010.eml,2025-07-12T08:10:52+00:00,"Thu, 31 Jan 2019 10:00:00 +0000",\Recent,339,339,b58fb70540f209660ae60903e5e4c80d88ce6e439980de9c0ab8711024a691e7,<10.INBOX.Clients.Smith_&-_Co@example.com>,Sender 10 <sender10@example.com>,tester@example.com,cc10@example.com,Résumé 10
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,11,mail/INBOX.Clients.Smith & Co/000011.eml,2025-05-19T22:18:22+00:00,"Sun, 03 Feb 2019 11:00:00 +0000",\Seen \Recent,393,393,0f0a29a42d0a003da57facb68c234126722e0e31572878e48ccf5296eddc3c40,<11.INBOX.Clients.Smith_&-_Co@example.com>,Sender 11 <sender11@example.com>,tester@example.com,cc11@example.com,Re: Q4 report 11 — attached
INBOX.Clients.Smith & Co,INBOX.Clients.Smith & Co,1787958034,12,mail/INBOX.Clients.Smith & Co/000012.eml,2026-05-08T06:24:16+00:00,"Wed, 06 Feb 2019 12:00:00 +0000",\Seen \Recent,463,463,994a2c41f91a760e7ae148025d7a68af816b36ba7868c1b08a16eaa5d0fdcef3,<12.INBOX.Clients.Smith_&-_Co@example.com>,Sender 12 <sender12@example.com>,tester@example.com,cc12@example.com,Test message 12 in INBOX.Clients.Smith &- Co
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,1,mail/INBOX.ältere Projekte/000001.eml,2024-09-09T06:59:00+00:00,"Fri, 04 Jan 2019 01:00:00 +0000",\Seen \Recent,395,395,19a55122f98a036ec00f3bf7f66d988276f1453806e4b168ec1f888ed3f6e5bf,<1.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 1 <sender1@example.com>,tester@example.com,cc1@example.com,Äöü umlaut subject 1
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,2,mail/INBOX.ältere Projekte/000002.eml,2024-10-09T13:53:47+00:00,"Mon, 07 Jan 2019 02:00:00 +0000",\Seen \Recent,441,441,2731e17879ce6d89b43ad0ad9b9a673cff5bf6a9de1489cc9befc4637ef8f328,<2.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 2 <sender2@example.com>,tester@example.com,cc2@example.com,Résumé 2
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,3,mail/INBOX.ältere Projekte/000003.eml,2026-03-29T20:42:21+00:00,"Thu, 10 Jan 2019 03:00:00 +0000",\Recent,494,494,4d3eb34bf5431b5bc3f3859d4b84c6c9be58db617e4b9dcd54ebc25e53dafbae,<3.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 3 <sender3@example.com>,tester@example.com,cc3@example.com,Re: Q4 report 3 — attached
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,4,mail/INBOX.ältere Projekte/000004.eml,2026-08-06T00:47:43+00:00,"Sun, 13 Jan 2019 04:00:00 +0000",\Seen \Recent,563,563,1080b30ed39eb572a1442dd05eac6dd2d6e2d59ee74f85fbc1777f400c4af9ea,<4.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 4 <sender4@example.com>,tester@example.com,cc4@example.com,Test message 4 in INBOX.&AOQ-ltere Projekte
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,5,mail/INBOX.ältere Projekte/000005.eml,2025-08-26T18:08:30+00:00,"Wed, 16 Jan 2019 05:00:00 +0000",\Recent,341,341,d03e5838c5aa2b0df46e1bb99b1cc0ac887097049ebb8e9656c1c541377303ea,<5.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 5 <sender5@example.com>,tester@example.com,cc5@example.com,Äöü umlaut subject 5
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,6,mail/INBOX.ältere Projekte/000006.eml,2025-09-30T21:55:52+00:00,"Sat, 19 Jan 2019 06:00:00 +0000",\Seen \Recent,387,387,3bb5399ac21433ef13e718b03d68c2afe3cca88d79dd87caa02eb32e918fbbf3,<6.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 6 <sender6@example.com>,tester@example.com,cc6@example.com,Résumé 6
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,7,mail/INBOX.ältere Projekte/000007.eml,2025-12-16T04:53:28+00:00,,\Recent,108,108,912b7f29649748f4c9befcb5c121e1a3ee193a50fd4090877afb1937a9115347,,broken7@example.com,tester@example.com,,broken message 7
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,8,mail/INBOX.ältere Projekte/000008.eml,2025-07-12T23:31:17+00:00,"Fri, 25 Jan 2019 08:00:00 +0000",\Seen \Recent,509,509,249f2db16fa34913894cb354faad09a0ace0807eb94356dcdfd3c6ddc23ba332,<8.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 8 <sender8@example.com>,tester@example.com,cc8@example.com,Test message 8 in INBOX.&AOQ-ltere Projekte
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,9,mail/INBOX.ältere Projekte/000009.eml,2025-06-11T20:08:45+00:00,"Mon, 28 Jan 2019 09:00:00 +0000",\Recent,557,557,45f952717c987c77d9db2d25a0b600ba1572de60e6e44dd3f039ba7a761f77a7,<9.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 9 <sender9@example.com>,tester@example.com,cc9@example.com,Äöü umlaut subject 9
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,10,mail/INBOX.ältere Projekte/000010.eml,2024-04-17T14:27:47+00:00,"Thu, 31 Jan 2019 10:00:00 +0000",\Seen \Recent,339,339,791280b982357d5117f4bad280abc85d542b06326da0786c9236054cceb56cbd,<10.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 10 <sender10@example.com>,tester@example.com,cc10@example.com,Résumé 10
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,11,mail/INBOX.ältere Projekte/000011.eml,2025-11-06T23:06:08+00:00,"Sun, 03 Feb 2019 11:00:00 +0000",\Recent,393,393,df96aa6a62eb65b8ccfe82be02bc0e097cc72235f7e76df7cae8b2995dc449c8,<11.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 11 <sender11@example.com>,tester@example.com,cc11@example.com,Re: Q4 report 11 — attached
INBOX.ältere Projekte,INBOX.ältere Projekte,1787958033,12,mail/INBOX.ältere Projekte/000012.eml,2024-03-12T05:36:06+00:00,"Wed, 06 Feb 2019 12:00:00 +0000",\Seen \Recent,463,463,533276e59c6ca11c7b4952febd9a8cd5607be5c491a71385345366129af4c177,<12.INBOX.&AOQ-ltere_Projekte@example.com>,Sender 12 <sender12@example.com>,tester@example.com,cc12@example.com,Test message 12 in INBOX.&AOQ-ltere Projekte
INBOX.Archive,INBOX.Archive,1787958030,1,mail/INBOX.Archive/000001.eml,2025-08-03T09:36:36+00:00,"Fri, 04 Jan 2019 01:00:00 +0000",\Recent,359,359,2ec5bd9f67f3e493c9dba5b19b8abc1c919690275bf57eeadf9aabb938249edb,<1.INBOX.Archive@example.com>,Sender 1 <sender1@example.com>,tester@example.com,cc1@example.com,Äöü umlaut subject 1
INBOX.Archive,INBOX.Archive,1787958030,2,mail/INBOX.Archive/000002.eml,2026-08-11T02:57:51+00:00,"Mon, 07 Jan 2019 02:00:00 +0000",\Recent,393,393,4449bce864ea541a99e01a5e05fd5c3361ebffca4da972827ecc8a0a0c25a020,<2.INBOX.Archive@example.com>,Sender 2 <sender2@example.com>,tester@example.com,cc2@example.com,Résumé 2
INBOX.Archive,INBOX.Archive,1787958030,3,mail/INBOX.Archive/000003.eml,2024-05-16T19:18:10+00:00,"Thu, 10 Jan 2019 03:00:00 +0000",\Flagged \Recent,434,434,6705a26b54ebda3705e030c32d0c010f302a8726fa599bb2cdf301fc4e4772e6,<3.INBOX.Archive@example.com>,Sender 3 <sender3@example.com>,tester@example.com,cc3@example.com,Re: Q4 report 3 — attached
INBOX.Archive,INBOX.Archive,1787958030,4,mail/INBOX.Archive/000004.eml,2025-03-18T12:20:48+00:00,"Sun, 13 Jan 2019 04:00:00 +0000",\Recent,479,479,6edb4f4a3b786172f02b218a33bee122ef06831b3c40b7a9ed35d43f309a88c8,<4.INBOX.Archive@example.com>,Sender 4 <sender4@example.com>,tester@example.com,cc4@example.com,Test message 4 in INBOX.Archive
INBOX.Archive,INBOX.Archive,1787958030,5,mail/INBOX.Archive/000005.eml,2024-09-23T02:57:42+00:00,"Wed, 16 Jan 2019 05:00:00 +0000",\Seen \Recent,317,317,a76dd9ffad271ab3230c24ee03ece5b14aaba4edb7fced5d5f0c6e33bb1fb32f,<5.INBOX.Archive@example.com>,Sender 5 <sender5@example.com>,tester@example.com,cc5@example.com,Äöü umlaut subject 5
INBOX.Archive,INBOX.Archive,1787958030,6,mail/INBOX.Archive/000006.eml,2025-07-15T19:09:08+00:00,"Sat, 19 Jan 2019 06:00:00 +0000",\Seen \Recent,351,351,359c239d64ef2ba57b8315913841519c0f8700e2aa14b888eedc0da855dfd482,<6.INBOX.Archive@example.com>,Sender 6 <sender6@example.com>,tester@example.com,cc6@example.com,Résumé 6
INBOX.Archive,INBOX.Archive,1787958030,7,mail/INBOX.Archive/000007.eml,2024-07-01T07:15:47+00:00,,\Recent,108,108,912b7f29649748f4c9befcb5c121e1a3ee193a50fd4090877afb1937a9115347,,broken7@example.com,tester@example.com,,broken message 7
INBOX.Archive,INBOX.Archive,1787958030,8,mail/INBOX.Archive/000008.eml,2025-05-22T08:10:46+00:00,"Fri, 25 Jan 2019 08:00:00 +0000",\Recent,437,437,9d189cb524c9f894866fd76a8816d30cb674fce315c862625dbf3dcbd530bd14,<8.INBOX.Archive@example.com>,Sender 8 <sender8@example.com>,tester@example.com,cc8@example.com,Test message 8 in INBOX.Archive
INBOX.Archive,INBOX.Archive,1787958030,9,mail/INBOX.Archive/000009.eml,2025-10-23T23:03:51+00:00,"Mon, 28 Jan 2019 09:00:00 +0000",\Recent,485,485,f2a5f687b8e3827348847eabcb5dd87b4510d23be56192525fd01cfae8477bdd,<9.INBOX.Archive@example.com>,Sender 9 <sender9@example.com>,tester@example.com,cc9@example.com,Äöü umlaut subject 9
INBOX.Archive,INBOX.Archive,1787958030,10,mail/INBOX.Archive/000010.eml,2024-05-13T01:30:00+00:00,"Thu, 31 Jan 2019 10:00:00 +0000",\Seen \Recent,315,315,196fdd9117852cb98885a53c0c62f99a884b8df02830ecf405d00e6bc58c1d07,<10.INBOX.Archive@example.com>,Sender 10 <sender10@example.com>,tester@example.com,cc10@example.com,Résumé 10
INBOX.Archive,INBOX.Archive,1787958030,11,mail/INBOX.Archive/000011.eml,2026-08-28T01:41:09+00:00,"Sun, 03 Feb 2019 11:00:00 +0000",\Recent,357,357,5822b86904e3a8ab58802adb3083eaf27479f5f8f3943a624919223efabc1ee2,<11.INBOX.Archive@example.com>,Sender 11 <sender11@example.com>,tester@example.com,cc11@example.com,Re: Q4 report 11 — attached
INBOX.Archive,INBOX.Archive,1787958030,12,mail/INBOX.Archive/000012.eml,2026-03-08T04:16:36+00:00,"Wed, 06 Feb 2019 12:00:00 +0000",\Recent,403,403,7859dfded3dc74580d9fc5d840da3035e7d50a39c33f49a4b9f11fa79d847b6c,<12.INBOX.Archive@example.com>,Sender 12 <sender12@example.com>,tester@example.com,cc12@example.com,Test message 12 in INBOX.Archive
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,1,mail/INBOX.Archive.2019/000001.eml,2025-05-08T06:03:01+00:00,"Fri, 04 Jan 2019 01:00:00 +0000",\Recent,374,374,9bd9c5b0bd7cedbe5680f9c982f6c07fe058a817220987bad97f3a643e87b939,<1.INBOX.Archive.2019@example.com>,Sender 1 <sender1@example.com>,tester@example.com,cc1@example.com,Äöü umlaut subject 1
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,2,mail/INBOX.Archive.2019/000002.eml,2024-03-30T14:24:29+00:00,"Mon, 07 Jan 2019 02:00:00 +0000",\Seen \Recent,413,413,78c596eb09927ba0669285de291e5023d3799f6fc86b9af90dc91991158a2fd1,<2.INBOX.Archive.2019@example.com>,Sender 2 <sender2@example.com>,tester@example.com,cc2@example.com,Résumé 2
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,3,mail/INBOX.Archive.2019/000003.eml,2024-08-03T23:58:13+00:00,"Thu, 10 Jan 2019 03:00:00 +0000",\Flagged \Recent,459,459,652d1428178f399de44d46ba535e73936ea8ca0b02606fe33bde017670a75475,<3.INBOX.Archive.2019@example.com>,Sender 3 <sender3@example.com>,tester@example.com,cc3@example.com,Re: Q4 report 3 — attached
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,4,mail/INBOX.Archive.2019/000004.eml,2024-05-23T10:16:57+00:00,"Sun, 13 Jan 2019 04:00:00 +0000",\Recent,514,514,abbf1d26907bf59afcc8fe556fd169f9d8a39328b3fd4a428938dfb35a2c87b1,<4.INBOX.Archive.2019@example.com>,Sender 4 <sender4@example.com>,tester@example.com,cc4@example.com,Test message 4 in INBOX.Archive.2019
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,5,mail/INBOX.Archive.2019/000005.eml,2024-08-20T15:11:48+00:00,"Wed, 16 Jan 2019 05:00:00 +0000",\Flagged \Recent,327,327,75904960dcbbd7b9dab3a8b0fa927a68403ea812bf7b18b8a623ff4a7c709b65,<5.INBOX.Archive.2019@example.com>,Sender 5 <sender5@example.com>,tester@example.com,cc5@example.com,Äöü umlaut subject 5
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,6,mail/INBOX.Archive.2019/000006.eml,2024-05-31T05:54:12+00:00,"Sat, 19 Jan 2019 06:00:00 +0000",\Recent,366,366,37b0970dc078a198eba4c390dfd8395dd0b378fe62166ba1e357d47b1193d9fb,<6.INBOX.Archive.2019@example.com>,Sender 6 <sender6@example.com>,tester@example.com,cc6@example.com,Résumé 6
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,7,mail/INBOX.Archive.2019/000007.eml,2025-10-03T22:35:55+00:00,,\Recent,108,108,912b7f29649748f4c9befcb5c121e1a3ee193a50fd4090877afb1937a9115347,,broken7@example.com,tester@example.com,,broken message 7
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,8,mail/INBOX.Archive.2019/000008.eml,2023-09-22T06:52:42+00:00,"Fri, 25 Jan 2019 08:00:00 +0000",\Recent,467,467,bec627ae6ded4e22ce9f1b1005ee19541d361c07090cc9ce0577c8b35955907c,<8.INBOX.Archive.2019@example.com>,Sender 8 <sender8@example.com>,tester@example.com,cc8@example.com,Test message 8 in INBOX.Archive.2019
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,9,mail/INBOX.Archive.2019/000009.eml,2023-10-20T12:42:11+00:00,"Mon, 28 Jan 2019 09:00:00 +0000",\Seen \Recent,515,515,7e362cce0048f07a90d20f11ec1113b02659ecf20bb6eb6a3c4a5402a5cad189,<9.INBOX.Archive.2019@example.com>,Sender 9 <sender9@example.com>,tester@example.com,cc9@example.com,Äöü umlaut subject 9
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,10,mail/INBOX.Archive.2019/000010.eml,2024-06-15T22:22:55+00:00,"Thu, 31 Jan 2019 10:00:00 +0000",\Recent,325,325,8bade3be332633af03476df7967a9e62e1588f139aff0c4e3c0e405d28186de8,<10.INBOX.Archive.2019@example.com>,Sender 10 <sender10@example.com>,tester@example.com,cc10@example.com,Résumé 10
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,11,mail/INBOX.Archive.2019/000011.eml,2026-05-21T11:56:58+00:00,"Sun, 03 Feb 2019 11:00:00 +0000",\Seen \Recent,372,372,cfff6fd5e261b34d23b70231c7b10668499210aa04267b1a3b1ad7d6de7dd58a,<11.INBOX.Archive.2019@example.com>,Sender 11 <sender11@example.com>,tester@example.com,cc11@example.com,Re: Q4 report 11 — attached
INBOX.Archive.2019,INBOX.Archive.2019,1787958031,12,mail/INBOX.Archive.2019/000012.eml,2025-09-05T11:42:32+00:00,"Wed, 06 Feb 2019 12:00:00 +0000",\Seen \Recent,428,428,8314b9348aaddadbdb2a0bf9069c19d8f56bfddb6f232bae06ebf620aa4e8285,<12.INBOX.Archive.2019@example.com>,Sender 12 <sender12@example.com>,tester@example.com,cc12@example.com,Test message 12 in INBOX.Archive.2019
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,1,mail/INBOX.Archive.2019.Q4 Invoices/000001.eml,2023-12-22T13:47:03+00:00,"Fri, 04 Jan 2019 01:00:00 +0000",\Flagged \Recent,410,410,507ddb2f505981b4bdf7c44e4076d32beddcd647a2b50294a61be8c998bf021b,<1.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 1 <sender1@example.com>,tester@example.com,cc1@example.com,Äöü umlaut subject 1
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,2,mail/INBOX.Archive.2019.Q4 Invoices/000002.eml,2026-07-11T03:50:53+00:00,"Mon, 07 Jan 2019 02:00:00 +0000",\Flagged \Seen \Recent,461,461,2a6596c3cdf32a207ab4f92cd0a0230d6891e99ecd804b2bb1f1e1c369defa5f,<2.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 2 <sender2@example.com>,tester@example.com,cc2@example.com,Résumé 2
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,3,mail/INBOX.Archive.2019.Q4 Invoices/000003.eml,2025-08-24T05:33:07+00:00,"Thu, 10 Jan 2019 03:00:00 +0000",\Flagged \Recent,519,519,fee675b6fe4c13bc1c07bc52b91c4cd72cf986ad5a6f9cbfdc6f13f44df57c92,<3.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 3 <sender3@example.com>,tester@example.com,cc3@example.com,Re: Q4 report 3 — attached
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,4,mail/INBOX.Archive.2019.Q4 Invoices/000004.eml,2024-05-13T06:54:35+00:00,"Sun, 13 Jan 2019 04:00:00 +0000",\Seen \Recent,598,598,3f400c3bed198145d27eb2338f3381721e7258b695ab2029a296aacf5ce71e09,<4.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 4 <sender4@example.com>,tester@example.com,cc4@example.com,Test message 4 in INBOX.Archive.2019.Q4 Invoices
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,5,mail/INBOX.Archive.2019.Q4 Invoices/000005.eml,2024-03-24T20:58:42+00:00,"Wed, 16 Jan 2019 05:00:00 +0000",\Seen \Recent,351,351,518d18061a745a5230dbc677e6d5848cb291f0424df4d10bad9177f9f69a3afb,<5.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 5 <sender5@example.com>,tester@example.com,cc5@example.com,Äöü umlaut subject 5
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,6,mail/INBOX.Archive.2019.Q4 Invoices/000006.eml,2024-08-24T05:17:55+00:00,"Sat, 19 Jan 2019 06:00:00 +0000",\Recent,402,402,53debb677ffa9193ba99d6f118adf37116b73ae2ef353f9fcfe6c9fa67ae28e0,<6.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 6 <sender6@example.com>,tester@example.com,cc6@example.com,Résumé 6
